45.71004, 16.47219
45.71008, 16.47195
45.71013, 16.47171
45.71017, 16.47147
45.71022, 16.47124
45.71027, 16.471
45.71031, 16.47075
45.71036, 16.4705
45.71042, 16.47024
45.71047, 16.46999
45.71053, 16.46974
45.71059, 16.46947
45.71065, 16.4692
45.71071, 16.46893
45.71077, 16.46865
45.71083, 16.46837
45.71089, 16.4681
45.71096, 16.46782
45.71101, 16.46754
45.71107, 16.46727
45.71113, 16.46699
45.71119, 16.46672
45.71125, 16.46645
45.71131, 16.46618
45.71136, 16.4659
45.71141, 16.46563
45.71146, 16.46536
45.71152, 16.4651
45.71157, 16.46483
45.71163, 16.46457
45.71168, 16.46432
45.71173, 16.46406
45.71178, 16.46382
45.71183, 16.46359
45.71187, 16.46337
45.71191, 16.46315
45.71196, 16.46293
45.712, 16.46272
45.71205, 16.46251
45.7121, 16.4623
45.71214, 16.46209
45.71218, 16.46188
45.71222, 16.46166
45.71227, 16.46145
45.71231, 16.46124
45.71235, 16.46102
45.71237, 16.46079
45.71238, 16.46055
45.7124, 16.46031
45.7124, 16.46006
45.71241, 16.45982
45.71241, 16.45957
45.71242, 16.45932
45.71243, 16.45907
45.71244, 16.45882
45.71245, 16.45856
45.71246, 16.4583
45.71247, 16.45805
45.71248, 16.4578
45.71249, 16.45755
45.7125, 16.4573
45.71252, 16.45704
45.71253, 16.45679
45.71254, 16.45652
45.71256, 16.45628
45.71257, 16.45602
45.71258, 16.45577
45.71259, 16.45552
45.7126, 16.45527
45.7126, 16.45505
45.71262, 16.45482
45.71263, 16.45458
45.71265, 16.45434
45.71266, 16.4541
45.71267, 16.45386
45.71268, 16.45362
45.71268, 16.45338
45.71268, 16.45315
45.71268, 16.45291
45.71269, 16.45267
45.7127, 16.45242
45.71271, 16.45216
45.71272, 16.45189
45.71272, 16.45162
45.71273, 16.45135
45.71274, 16.45109
45.71274, 16.45083
45.71275, 16.45057
45.71276, 16.45032
45.71276, 16.45007
45.71277, 16.44982
45.71277, 16.44957
45.71278, 16.44933
45.71279, 16.44908
45.71281, 16.44884
45.71282, 16.4486
45.71283, 16.44836
45.71283, 16.44813
45.71284, 16.4479
45.71285, 16.44767
45.71285, 16.44744
45.71286, 16.4472
45.71286, 16.44697
45.71286, 16.44674
45.71287, 16.44651
45.71288, 16.44627
45.71289, 16.44603
45.7129, 16.44579
45.7129, 16.44554
45.71291, 16.44529
45.71292, 16.44504
45.71294, 16.44477
45.71294, 16.44451
45.71295, 16.44425
45.71296, 16.444
45.71297, 16.44375
45.71297, 16.4435
45.71299, 16.44325
45.713, 16.443
45.713, 16.44276
45.713, 16.44252
45.713, 16.44227
45.71301, 16.44203
45.71302, 16.44179
45.71304, 16.44155
45.71305, 16.44131
45.71306, 16.44106
45.71307, 16.44082
45.71307, 16.44059
45.71307, 16.44034
45.71307, 16.44011
45.71305, 16.43987
45.71301, 16.43964
45.71296, 16.43942
45.71289, 16.43921
45.71281, 16.43901
45.71273, 16.43881
45.71264, 16.43862
45.71256, 16.43844
45.71247, 16.43826
45.71239, 16.43808
45.71231, 16.4379
45.71223, 16.43772
45.71215, 16.43753
45.71207, 16.43734
45.712, 16.43715
45.71195, 16.43695
45.71192, 16.43674
45.7119, 16.43654
45.7119, 16.43633
45.71189, 16.43611
45.71188, 16.4359
45.71187, 16.4357
45.71186, 16.43549
45.71187, 16.43528
45.71188, 16.43507
45.71191, 16.43486
45.71195, 16.43465
45.71199, 16.43444
45.71203, 16.43424
45.71207, 16.43403
45.71211, 16.43382
45.71215, 16.43361
45.71219, 16.4334
45.71223, 16.4332
45.71227, 16.433
45.71231, 16.4328
45.71235, 16.4326
45.71238, 16.43241
45.71242, 16.43221
45.71246, 16.43201
45.7125, 16.43181
45.71253, 16.43162
45.71255, 16.43142
45.71256, 16.43123
45.71257, 16.43103
45.71255, 16.43084
45.71252, 16.43065
45.71249, 16.43045
45.71246, 16.43024
45.71243, 16.43004
45.7124, 16.42985
45.71236, 16.42965
45.71232, 16.42946
45.71229, 16.42927
45.71226, 16.42908
45.71223, 16.42889
45.71219, 16.42871
45.71216, 16.42853
45.71214, 16.42834
45.71211, 16.42816
45.71208, 16.42797
45.71205, 16.42778
45.71203, 16.42759
45.71201, 16.42739
45.71199, 16.42719
45.71197, 16.42699
45.71194, 16.4268
45.71192, 16.4266
45.7119, 16.4264
45.71187, 16.4262
45.71185, 16.426
45.71183, 16.42579
45.71181, 16.42558
45.71178, 16.42538
45.71176, 16.42517
45.71174, 16.42497
45.71171, 16.42477
45.71168, 16.42456
45.71166, 16.42436
45.71164, 16.42415
45.71161, 16.42394
45.71159, 16.42374
45.71156, 16.42353
45.71153, 16.42332
45.71151, 16.42311
45.71148, 16.4229
45.71145, 16.4227
45.71142, 16.4225
45.7114, 16.4223
45.71137, 16.42209
45.71135, 16.42189
45.71133, 16.42168
45.71131, 16.42147
45.71128, 16.42127
45.71126, 16.42107
45.71124, 16.42087
45.71121, 16.42067
45.71119, 16.42048
45.71117, 16.42028
45.71115, 16.42007
45.71113, 16.41987
45.71111, 16.41967
45.71109, 16.41947
45.71106, 16.41927
45.71105, 16.41908
45.71103, 16.41889
45.71101, 16.4187
45.71099, 16.41851
45.71098, 16.41831
45.71097, 16.41812
45.71096, 16.41792
45.71096, 16.41772
45.71096, 16.41753
45.71095, 16.41734
45.71095, 16.41714
45.71094, 16.41695
45.71094, 16.41676
45.71092, 16.41657
45.7109, 16.41639
45.71087, 16.41622
45.71085, 16.41605
